"","Gene","chr","start","end","symbol","final.meta.pvalue.for.plot","scz.ptv.pvalue","asd.ptv.pvalue","bp.ptv.pvalue"
"10589","ENSG00000101224",20,3786772,3806121,"CDC25B",0.81203039203415,0.781786636713669,0.525607498267655,0.68228
"10590","ENSG00000176386",9,113255835,113275572,"CDC26",1,1,1,NA
"10591","ENSG00000070831",1,22025511,22101360,"CDC42",0.00793424311709169,0.00793424311709169,1,NA
"10592","ENSG00000106993",9,4679559,4708399,"CDC37L1",1,1,1,1
"10593","ENSG00000168438",6,110180141,110254275,"CDC40",0.176508786351545,0.153637706838222,1,0.49138
"10594","ENSG00000149798",11,65314866,65322417,"CDC42EP2",0.781199814223,0.781199814223,1,NA
"10595","ENSG00000163171",2,37641882,37738468,"CDC42EP3",0.369086725140351,0.359132383351749,1,0.49138
"10596","ENSG00000167617",19,54465026,54473296,"CDC42EP5",1,NA,1,NA
"10597","ENSG00000198752",14,102932380,103057549,"CDC42BPB",0.246462814819187,0.246462814819187,1,1
"10598","ENSG00000093009",22,19479457,19520612,"CDC45",0.235929455957976,0.409750262897712,1,0.11863
"10599","ENSG00000158985",5,131245493,131398447,"CDC42SE2",1,NA,1,1
"10600","ENSG00000197622",1,151050971,151070325,"CDC42SE1",0.644793352968667,0.66376875497242,1,0.49138
"10601","ENSG00000097046",1,91500851,91525764,"CDC7",0.183311489773058,1,0.741482842056878,0.058286
"10602","ENSG00000111665",12,6844793,6851292,"CDCA3",0.617971955414426,0.541562815710686,1,0.68228
"10603","ENSG00000146670",11,65066300,65084164,"CDCA5",0.604320408548738,0.601665204945601,0.525607498267655,1
"10604","ENSG00000170779",14,105009573,105021083,"CDCA4",0.509024457402821,0.590393448451471,0.288411247401483,0.49138
"10605","ENSG00000134690",1,37692481,37709719,"CDCA8",0.657614046900733,0.616645630804255,1,0.6252
"10606","ENSG00000144354",2,173354820,173368997,"CDCA7",0.231575211323022,0.231575211323022,1,1
"10607","ENSG00000164649",7,21900899,21945903,"CDCA7L",0.288411247401483,1,0.288411247401483,1
"10608","ENSG00000039068",16,68737292,68835537,"CDH1",0.49138,1,1,0.49138
"10609","ENSG00000140937",16,64943753,65126112,"CDH11",0.120465052455041,0.098208969798611,1,0.49138
"10610","ENSG00000140945",16,82626965,83800640,"CDH13",0.621183297117282,0.00688074064437631,1,0.50013
"10611","ENSG00000163814",3,45082277,45146422,"CDCP1",0.490345715217758,0.55479002013882,1,0.36658
"10612","ENSG00000101542",18,61333430,61555779,"CDH20",0.127354234443374,0.127354234443374,1,1
"10613","ENSG00000145526",5,19471296,20575873,"CDH18",0.36658,1,1,0.36658
"10614","ENSG00000170558",18,27932879,28177946,"CDH2",0.538682124563891,0.563134906080179,0.288411247401483,0.61863
"10615","ENSG00000179242",20,61252261,61940617,"CDH4",0.499332272813238,0.499195696759865,1,0.50013
"10616","ENSG00000089486",16,4510669,4538828,"CDIP1",0.00664961749467622,0.00664961749467622,1,1
"10617","ENSG00000113361",5,31193686,31329146,"CDH6",0.246462814819187,0.246462814819187,1,1
"10618","ENSG00000187492",3,49790732,49799873,"CDHR4",0.503879494726995,0.480387473652946,1,0.54942
"10619","ENSG00000059758",12,96278261,96400480,"CDK17",0.710860426484994,0.731441061909713,1,0.50013
"10620","ENSG00000103502",16,29858357,29863414,"CDIPT",0.36658,1,1,0.36658
"10621","ENSG00000167258",17,39461486,39564907,"CDK12",0.0575001219277247,0.0575001219277247,1,NA
"10622","ENSG00000170312",10,60778331,60794852,"CDK1",1,1,1,1
"10623","ENSG00000111328",12,123250112,123272334,"CDK2AP1",0.49138,1,1,0.49138
"10624","ENSG00000123374",12,55966781,55972789,"CDK2",0.179964142997368,0.179964142997368,1,1
"10625","ENSG00000167797",11,67506497,67508649,"CDK2AP2",0.103476981132632,0.103476981132632,1,1
"10626","ENSG00000105810",7,92604921,92836573,"CDK6",1,1,1,NA
"10627","ENSG00000135446",12,57747727,57756013,"CDK4",0.580963190601355,0.499195696759865,1,0.68228
"10628","ENSG00000164885",7,151053815,151057897,"CDK5",0.698000451129502,0.698000451129502,1,1
"10629","ENSG00000176749",17,32486993,32491253,"CDK5R1",0.49138,1,1,0.49138
"10630","ENSG00000111276",12,12685498,12722369,"CDKN1B",0.24144,1,1,0.24144
"10631","ENSG00000124762",6,36676460,36687337,"CDKN1A",0.0939769335696416,0.0718265146280179,1,0.50013
"10632","ENSG00000132964",13,26254104,26405238,"CDK8",0.50013,1,1,0.50013
"10633","ENSG00000123080",1,50960745,50974634,"CDKN2C",1,NA,1,NA
"10634","ENSG00000129757",11,2883213,2885775,"CDKN1C",1,1,1,NA
"10635","ENSG00000147883",9,22002903,22009305,"CDKN2B",0.697188376621878,0.697188376621878,1,NA
"10636","ENSG00000237190",5,134402065,134411881,"CDKN2AIPNL",0.179964142997368,0.179964142997368,1,NA
"10637","ENSG00000100526",14,54396849,54420218,"CDKN3",0.518164408182593,0.518164408182593,1,1
"10638","ENSG00000129355",19,10566460,10569059,"CDKN2D",0.37436917334264,0.359132383351749,0.525607498267655,NA
"10639","ENSG00000129596",5,115804733,115816659,"CDO1",0.165742630209716,0.147093644117654,0.525607498267655,NA
"10640","ENSG00000163624",4,84583127,84651334,"CDS1",0.733431662259337,0.803969219751019,0.525607498267655,0.37533
"10641","ENSG00000214819",17,20579724,20580911,"CDRT15L2",1,1,1,1
"10642","ENSG00000223510",17,14235673,14236862,"CDRT15",0.675367355784371,0.716138762742384,1,0.44535
"10643","ENSG00000239704",17,15436015,15503608,"CDRT4",0.34330575066639,0.34330575066639,1,NA
"10644","ENSG00000091527",3,133573686,133590261,"CDV3",1,1,1,NA
"10645","ENSG00000113722",5,150166778,150184558,"CDX1",0.44535,1,1,0.44535
"10646","ENSG00000204539",6,31115087,31120446,"CDSN",0.457156303686184,0.395394267510258,1,0.61863
"10647","ENSG00000079385",19,42507304,42561234,"CEACAM1",0.647650352124917,0.647650352124917,1,1
"10648","ENSG00000086548",19,41750977,41772211,"CEACAM6",0.716138762742384,0.716138762742384,1,1
"10649","ENSG00000166446",16,80597907,80804598,"CDYL2",0.0249824789896028,0.0330294040398868,1,0.24144
"10650","ENSG00000213892",19,44699151,44710718,"CEACAM16",0.159463220216575,0.173054867508088,1,0.36658
"10651","ENSG00000092067",14,23117306,23119255,"CEBPE",1,1,1,1
"10652","ENSG00000139610",12,51328442,51346679,"CELA1",0.260621244546083,0.349423417848754,1,0.2502
"10653","ENSG00000149187",11,47465933,47565569,"CELF1",0.589292064949287,0.589292064949287,1,1
"10654","ENSG00000221869",8,47736913,47738164,"CEBPD",1,NA,1,NA
"10655","ENSG00000048740",10,10798397,11336675,"CELF2",1,1,1,1
"10656","ENSG00000159409",1,151700058,151716803,"CELF3",1,1,1,1
"10657","ENSG00000161082",19,3224661,3297076,"CELF5",0.179964142997368,0.179964142997368,1,NA
"10658","ENSG00000008300",3,48636463,48662886,"CELSR3",0.11878,1,1,0.11878
"10659","ENSG00000140488",15,72284727,72320157,"CELF6",0.147093644117654,0.147093644117654,1,NA
"10660","ENSG00000143126",1,109249539,109275751,"CELSR2",0.656272580630045,0.666646068845843,0.759095032435705,0.33578
"10661","ENSG00000184524",11,787115,790113,"CEND1",0.49138,1,1,0.49138
"10662","ENSG00000115163",2,26764289,26801067,"CENPA",1,1,1,NA
"10663","ENSG00000125817",20,3783851,3786740,"CENPB",0.11863,1,1,0.11863
"10664","ENSG00000177946",16,89969791,89972534,"CENPBD1",0.731441061909713,0.731441061909713,1,NA
"10665","ENSG00000100162",22,41938737,41947152,"CENPM",0.144399361488766,0.121493576117093,1,0.49138
"10666","ENSG00000120334",1,173799550,173824883,"CENPL",0.286302534352903,0.219948298410821,1,0.61863
"10667","ENSG00000138778",4,103105349,103198445,"CENPE",0.896488816514564,0.871808709431617,0.718951170938255,1
"10668","ENSG00000145241",4,67468762,67545503,"CENPC",1,1,1,1
"10669","ENSG00000166582",17,16342534,16353656,"CENPV",0.590393448451471,0.590393448451471,1,NA
"10670","ENSG00000188312",9,92325953,92620529,"CENPP",0.724927386703457,0.749849101227973,1,0.49138
"10671","ENSG00000203760",6,126340115,126348875,"CENPW",1,1,1,NA
"10672","ENSG00000099814",14,104865268,104896770,"CEP170B",0.395394267510258,0.395394267510258,1,1
"10673","ENSG00000100629",14,80476983,80959517,"CEP128",0.563220398402847,0.357355367314774,0.654973525309712,0.80403
"10674","ENSG00000110274",11,117314557,117413266,"CEP164",0.0309602919574097,1,0.321293496644524,0.024931
"10675","ENSG00000135837",1,179954773,180114875,"CEP350",0.104910384224948,0.104910384224948,1,1
"10676","ENSG00000011523",2,65056366,65087004,"CEP68",0.0726679984129888,0.0197531014799715,0.654973525309712,0.68228
"10677","ENSG00000101624",18,12661833,12702777,"CEP76",0.397687469825913,0.354157018796653,0.415737549788041,0.61863
"10678","ENSG00000166037",11,95789965,95832693,"CEP57",0.524196963458565,0.591749105548704,1,0.36658
"10679","ENSG00000130695",1,26234200,26278808,"CEP85",0.585360338508369,0.69831566342422,1,0.28096
"10680","ENSG00000134255",1,111139627,111185104,"CEPT1",0.590393448451471,0.590393448451471,1,1
"10681","ENSG00000172292",2,168456249,168775134,"CERS6",0.428654102680588,0.428654102680588,1,NA
"10682","ENSG00000223802",19,18868545,18896727,"CERS1",0.36658,1,1,0.36658
"10683","ENSG00000136698",2,130592165,130599575,"CFC1",1,1,1,1
"10684","ENSG00000153140",5,90392257,90409766,"CETN3",0.749849101227973,0.749849101227973,1,NA
"10685","ENSG00000177143",18,580380,582114,"CETN1",0.359166252913006,0.359166252913006,1,1
"10686","ENSG00000197766",19,859664,863641,"CFD",0.148071169092633,0.199457102903677,1,0.25603
"10687","ENSG00000000971",1,196652043,196747504,"CFH",0.998691488068033,0.64069001147157,1,1
"10688","ENSG00000153774",16,75293698,75433503,"CFDP1",0.999999999999979,1,0.260481855833144,1
"10689","ENSG00000172757",11,65823022,65862026,"CFL1",1,1,1,1
"10690","ENSG00000003402",2,201116154,201176687,"CFLAR",1,1,1,NA
"10691","ENSG00000104827",19,49022869,49024333,"CGB3",0.49138,1,1,0.49138
"10692","ENSG00000135346",6,87085498,87095106,"CGA",1,1,1,NA
"10693","ENSG00000165410",14,34709113,34714823,"CFL2",0.486091806791098,0.486091806791098,1,1
"10694","ENSG00000104818",19,49031890,49033238,"CGB2",0.11863,1,1,0.11863
"10695","ENSG00000196337",19,49054274,49058860,"CGB7",1,1,1,1
"10696","ENSG00000267631",19,49035569,49036895,"CGB1",1,1,1,1
"10697","ENSG00000100532",14,54509812,54539292,"CGRRF1",1,1,1,1
"10698","ENSG00000138135",10,89205629,89207317,"CH25H",0.431991544422095,0.428654102680588,1,0.49138
"10699","ENSG00000163320",3,88051944,88149885,"CGGBP1",1,1,1,NA
"10700","ENSG00000213030",19,49047638,49049111,"CGB8",1,NA,1,1
"10701","ENSG00000100399",22,41229510,41240931,"CHADL",0.6252,1,1,0.6252
"10702","ENSG00000143942",2,53767804,53775196,"CHAC2",0.187582988422355,0.127354234443374,1,0.6252
"10703","ENSG00000159259",21,36385392,36419015,"CHAF1B",0.0102799860369955,0.0102799860369955,1,1
"10704","ENSG00000198824",13,114314482,114337626,"CHAMP1",1,NA,1,NA
"10705","ENSG00000070748",10,49609095,49667942,"CHAT",0.455430759002474,0.455430759002474,1,1
"10706","ENSG00000163528",3,14112077,14124870,"CHCHD4",0.704511146679628,0.704511146679628,1,1
"10707","ENSG00000172586",10,73782047,73783652,"CHCHD1",1,1,1,1
"10708","ENSG00000111642",12,6570082,6614524,"CHD4",0.0171350297087079,0.0160134763253038,0.525607498267655,0.24144
"10709","ENSG00000131778",1,147242654,147295765,"CHD1L",0.95722230659012,0.693639510772748,1,0.0029539
"10710","ENSG00000170004",17,7884796,7912760,"CHD3",0.181139663088254,0.198480275788641,1,0.36658
"10711","ENSG00000170791",8,56211686,56218809,"CHCHD7",0.6252,1,1,0.6252
"10712","ENSG00000116254",1,6101787,6180321,"CHD5",0.933829805622766,0.109228791720766,1,1
"10713","ENSG00000171316",8,60678740,60868028,"CHD7",0.223261009235931,0.20188253736258,1,0.49138
"10714","ENSG00000177200",16,53054991,53329150,"CHD9",0.740409131285213,0.628480058909909,0.654973525309712,0.72206
"10715","ENSG00000016391",3,53812335,53846419,"CHDH",0.518425755984283,0.45904798389657,1,0.6252
"10716","ENSG00000072609",12,132822187,132956304,"CHFR",0.296528298116674,1,0.525607498267655,0.24144
"10717","ENSG00000085872",19,16517894,16542437,"CHERP",0.359132383351749,0.359132383351749,1,NA
"10718","ENSG00000109220",4,54009789,54064605,"CHIC2",0.179964142997368,0.179964142997368,1,1
"10719","ENSG00000110721",11,68052859,68121444,"CHKA",0.251076354977619,0.228005869296516,1,0.50013
"10720","ENSG00000115561",2,86503430,86563479,"CHMP3",0.370558013741348,0.370558013741348,1,1
"10721","ENSG00000130724",19,58551566,58555105,"CHMP2A",0.69566911527472,0.66376875497242,1,0.61863
"10722","ENSG00000255112",18,11851413,11854444,"CHMP1B",0.49138,1,1,0.49138
"10723","ENSG00000086065",9,33264879,33282070,"CHMP5",0.261606823710464,0.261606823710464,1,NA
"10724","ENSG00000101421",20,33811348,33854366,"CHMP4B",1,1,1,NA
"10725","ENSG00000176108",17,80991598,81009517,"CHMP6",1,1,1,1
"10726","ENSG00000106069",7,29146569,29514328,"CHN2",0.40174210416484,0.40174210416484,1,NA
"10727","ENSG00000110172",11,90200429,90223077,"CHORDC1",0.518164408182593,0.518164408182593,1,1
"10728","ENSG00000128656",2,174798809,175005381,"CHN1",0.0814218772243476,0.119910763693542,1,0.21912
"10729","ENSG00000147457",8,23243637,23262000,"CHMP7",0.354684069718144,0.34330575066639,1,0.49138
"10730","ENSG00000123989",2,219538948,219543809,"CHPF",0.601665204945601,0.601665204945601,1,1
"10731","ENSG00000166869",16,23755026,23758935,"CHP2",1,1,1,1
"10732","ENSG00000187446",15,41230839,41281887,"CHP1",0.170044962611453,0.147093644117654,1,0.49138
"10733","ENSG00000104472",8,140511311,140517154,"CHRAC1",0.369086725140351,0.359132383351749,1,0.49138
"10734","ENSG00000111666",12,101696947,101744140,"CHPT1",0.24144,1,1,0.24144
"10735","ENSG00000133019",1,239386565,239915452,"CHRM3",1,1,1,1
"10736","ENSG00000181072",7,136868652,137020255,"CHRM2",0.359132383351749,0.359132383351749,1,NA
"10737","ENSG00000080644",15,78593052,78621295,"CHRNA3",0.41106254379785,0.397507558228446,0.525607498267655,1
"10738","ENSG00000160716",1,154567778,154580013,"CHRNB2",0.0770809528294965,0.400144228036815,1,0.0029539
"10739","ENSG00000180720",11,46383789,46391776,"CHRM4",0.055778822042778,0.055778822042778,1,1
"10740","ENSG00000184984",15,33968497,34067458,"CHRM5",0.721247259373618,1,0.525607498267655,0.74992
"10741","ENSG00000115526",2,100391860,100417668,"CHST10",0.59894093402556,0.731441061909713,1,0.24144
"10742","ENSG00000117971",15,78624111,78727754,"CHRNB4",0.315996531535577,0.437431811994595,1,0.21912
"10743","ENSG00000171310",12,104455295,104762014,"CHST11",0.697188376621878,0.697188376621878,1,1
"10744","ENSG00000122863",10,71964395,72013558,"CHST3",0.61863,1,1,0.61863
"10745","ENSG00000135702",16,75528530,75536108,"CHST5",0.111970322606165,0.054115678045433,0.386773407587887,0.72685
"10746","ENSG00000169105",15,40470984,40473158,"CHST14",0.539782771519695,0.486091806791098,1,0.61863
"10747","ENSG00000182022",10,124007668,124093598,"CHST15",0.433402148382294,0.287394517043312,0.654973525309712,0.68228
"10748","ENSG00000160679",1,153633982,153646306,"CHTOP",0.697188376621878,0.697188376621878,1,NA
"10749","ENSG00000168802",16,69118010,69132588,"CHTF8",0.061625403992358,0.0849185579629554,1,0.24144
"10750","ENSG00000198108",5,129904465,130186634,"CHSY3",0.697188376621878,0.697188376621878,1,1
"10751","ENSG00000005194",16,57428187,57447420,"CIAPIN1",1,1,1,NA
"10752","ENSG00000144021",2,96266159,96274173,"CIAO1",0.533446780228293,0.48072942288944,0.654973525309712,1
"10753","ENSG00000185043",15,90229975,90234047,"CIB1",0.294611600992318,0.228005869296516,1,0.61863
"10754","ENSG00000213341",10,100188300,100229596,"CHUK",0.541562815710686,0.541562815710686,1,NA
"10755","ENSG00000099622",19,1259384,1274880,"CIRBP",0.611485704764403,1,0.525607498267655,0.61863
"10756","ENSG00000138433",2,174348022,174395712,"CIR1",0.54092209961052,0.833042469581733,0.525607498267655,0.036
"10757","ENSG00000176194",18,12254361,12277595,"CIDEA",0.61863,1,1,0.61863
"10758","ENSG00000198894",14,77098126,77117287,"CIPC",0.383097164600617,0.370558013741348,1,0.50013
"10759","ENSG00000122873",10,58269162,58289586,"CISD1",0.589292064949287,0.589292064949287,1,1
"10760","ENSG00000141076",16,69131291,69231130,"UTP4",0.0747685567079302,0.0403853329916637,1,0.61863
"10761","ENSG00000145354",4,102868974,102892807,"CISD2",0.359132383351749,0.359132383351749,1,1
"10762","ENSG00000136026",12,106237881,106304279,"CKAP4",0.06175899938111,0.0851082111513456,1,0.24144
"10763","ENSG00000148337",9,128161251,128204383,"CIZ1",0.0217263049090748,0.0688260297494564,1,0.058286
"10764","ENSG00000169607",2,112736349,112764664,"CKAP2L",0.236761582463761,0.246744427825054,0.415737549788041,1
"10765","ENSG00000179862",1,40861054,40862363,"CITED4",1,NA,1,NA
"10766","ENSG00000166165",14,103519667,103522833,"CKB",1,1,1,1
"10767","ENSG00000175216",11,46743048,46846308,"CKAP5",0.461416811411287,0.437431811994595,0.56362363483341,1
"10768","ENSG00000217555",16,66552563,66566251,"CKLF",0.224731383939564,0.467327934049897,1,0.058286
"10769","ENSG00000254788",16,66552587,66579135,"CKLF-CMTM1",0.11863,NA,1,0.11863
"10770","ENSG00000104879",19,45306413,45322875,"CKM",0.998287869058675,0.607544618333777,1,1
"10771","ENSG00000173207",1,154974653,154979251,"CKS1B",1,1,1,NA
"10772","ENSG00000237289",15,43593054,43604901,"CKMT1B",0.704511146679628,0.704511146679628,1,1
"10773","ENSG00000104859",19,45039045,45070956,"CLASRP",0.599476686567791,0.599476686567791,1,1
"10774","ENSG00000109572",4,169612633,169723673,"CLCN3",0.369117506304809,0.359166252913006,1,0.49138
"10775","ENSG00000123975",9,89311195,89316703,"CKS2",1,1,1,NA
"10776","ENSG00000175505",11,67364168,67374177,"CLCF1",0.663009114121775,0.66376875497242,0.525607498267655,1
"10777","ENSG00000013297",3,170418868,170454733,"CLDN11",1,1,1,NA
"10778","ENSG00000103249",16,1444934,1475084,"CLCN7",0.589384534195423,0.575718974219864,1,0.54942
"10779","ENSG00000134873",13,95433604,95579759,"CLDN10",0.525607498267655,1,0.525607498267655,1
"10780","ENSG00000066405",3,137998735,138033655,"CLDN18",0.539782771519695,0.486091806791098,1,0.61863
"10781","ENSG00000106404",7,101232092,101238820,"CLDN15",0.592486680995323,0.606510850488877,1,0.49138
"10782","ENSG00000113946",3,190322541,190412138,"CLDN16",0.49138,1,1,0.49138
"10783","ENSG00000157224",7,90383721,90513402,"CLDN12",0.49138,1,1,0.49138
"10784","ENSG00000164007",1,42733093,42740254,"CLDN19",0.475357930427504,0.606510850488877,1,0.24144
"10785","ENSG00000165215",7,73768997,73770270,"CLDN3",1,1,1,NA
"10786","ENSG00000181885",17,7259903,7263983,"CLDN7",0.49138,1,1,0.49138
"10787","ENSG00000184113",22,19523024,19527545,"CLDN5",0.423248620106001,0.359132383351749,1,0.61863
"10788","ENSG00000080822",3,98497912,98523066,"CLDND1",0.589292064949287,0.589292064949287,1,NA
"10789","ENSG00000156284",21,30214006,30216097,"CLDN8",1,1,1,1
"10790","ENSG00000213937",16,3012923,3014505,"CLDN9",0.0961907560612095,0.245184252512289,1,0.058286
"10791","ENSG00000105472",19,50723364,50725718,"CLEC11A",0.693239178259615,0.760410388524895,0.149577156721715,0.68775
"10792","ENSG00000110852",12,9852369,9869386,"CLEC2B",0.0269898192678957,0.0269898192678957,1,1
"10793","ENSG00000157322",16,69950705,69964452,"CLEC18A",0.227759879961446,0.219948298410821,1,0.45356
"10794","ENSG00000157335",16,70173322,70187361,"CLEC18C",0.590393448451471,0.590393448451471,1,NA
"10795","ENSG00000069493",12,9664969,9699553,"CLEC2D",0.36658,1,1,0.36658
"10796","ENSG00000166523",12,8533305,8540905,"CLEC4E",0.74976867055326,0.81396231055528,0.386773407587887,0.49138
"10797","ENSG00000236279",7,139523685,139544985,"CLEC2L",1,1,1,1
"10798","ENSG00000258227",7,141927357,141947007,"CLEC5A",0.098208969798611,0.098208969798611,1,1
"10799","ENSG00000113282",5,157785743,157859145,"CLINT1",1,1,1,1
"10800","ENSG00000169504",1,24745382,24844321,"CLIC4",1,1,1,NA
"10801","ENSG00000213719",6,31730581,31739763,"CLIC1",0.697188376621878,0.697188376621878,1,NA
"10802","ENSG00000105270",19,36014660,36033343,"CLIP3",0.576858722002601,0.589292064949287,1,0.49138
"10803","ENSG00000179335",15,74598500,74645414,"CLK3",0.102155012510342,0.0599201013281081,1,0.61863
"10804","ENSG00000205057",12,92420094,92428148,"CLLU1-AS1",0.616151366708357,0.6324949752931,1,0.49138
"10805","ENSG00000257127",12,92421531,92431002,"CLLU1",0.179964142997368,0.179964142997368,1,NA
"10806","ENSG00000074201",11,77514936,77637794,"CLNS1A",1,1,1,1
"10807","ENSG00000128973",15,68206992,68257211,"CLN6",1,1,1,1
"10808","ENSG00000137392",6,35794982,35797344,"CLPS",0.590393448451471,0.590393448451471,1,NA
"10809","ENSG00000196748",6,35776594,35779552,"CLPSL2",0.179964142997368,0.179964142997368,1,NA
"10810","ENSG00000049656",5,1317752,1345099,"CLPTM1L",0.37533,1,1,0.37533
"10811","ENSG00000092853",1,35720218,35769978,"CLSPN",0.72215095589432,0.66201445601807,1,0.68775
"10812","ENSG00000166855",15,65148219,65185342,"CLPX",0.66376875497242,0.66376875497242,1,1
"10813","ENSG00000122705",9,36190856,36304781,"CLTA",1,1,1,1
"10814","ENSG00000139182",12,7129698,7158945,"CLSTN3",0.68228,1,1,0.68228
"10815","ENSG00000171603",1,9728926,9823984,"CLSTN1",1,1,1,1
"10816","ENSG00000175416",5,176392501,176416539,"CLTB",0.6324949752931,0.6324949752931,1,1
"10817","ENSG00000120885",8,27596917,27614700,"CLU",0.998438471584949,0.781786636713669,1,0.36658
"10818","ENSG00000146352",6,122996235,123072925,"CLVS2",0.49138,1,1,0.49138
"10819","ENSG00000153815",16,81444808,81711762,"CMIP",0.058286,1,1,0.058286
"10820","ENSG00000164237",5,10275875,10307902,"CMBL",0.49138,1,1,0.49138
"10821","ENSG00000134326",2,6840570,6866635,"CMPK2",0.68228,1,1,0.68228
"10822","ENSG00000162368",1,47333790,47378839,"CMPK1",1,1,1,1
"10823","ENSG00000174600",12,108288044,108339317,"CMKLR1",0.383097164600617,0.370558013741348,1,0.50013
"10824","ENSG00000091317",3,32481312,32502852,"CMTM6",0.590393448451471,0.590393448451471,1,1
"10825","ENSG00000137200",6,37433219,37482827,"CMTR1",0.263736302620969,0.198359966940919,1,0.61863
"10826","ENSG00000140931",16,66603874,66613892,"CMTM3",0.11863,1,1,0.11863
"10827","ENSG00000170293",3,32238679,32370321,"CMTM8",0.66376875497242,0.66376875497242,1,NA
"10828","ENSG00000100528",14,54423561,54441391,"CNIH1",1,1,1,NA
"10829","ENSG00000105427",19,42387019,42390297,"CNFN",0.24144,1,1,0.24144
"10830","ENSG00000169714",3,129167827,129183922,"CNBP",1,1,1,1
"10831","ENSG00000205423",16,50024410,50037088,"CNEP1R1",0.49138,1,1,0.49138
"10832","ENSG00000143786",1,224434660,224740554,"CNIH3",0.590393448451471,0.590393448451471,1,NA
"10833","ENSG00000153721",6,154387515,154510685,"CNKSR3",0.721390983529754,1,0.71356480070496,0.6252
"10834","ENSG00000174871",11,66278175,66285301,"CNIH2",0.220943146449819,0.199457102903677,1,0.49138
"10835","ENSG00000064666",19,1026586,1039068,"CNN2",0.357798026124869,0.357798026124869,1,1
"10836","ENSG00000117519",1,94896949,94927223,"CNN3",1,1,1,1
"10837","ENSG00000119946",10,99329356,99394330,"CNNM1",0.0224109078880722,0.0328759849700879,1,0.21091
"10838","ENSG00000130176",19,11538767,11550323,"CNN1",0.202198978683411,0.179964142997368,1,0.49138
"10839","ENSG00000111596",12,70243002,70354993,"CNOT2",1,1,1,1
"10840","ENSG00000113300",5,180494379,180578358,"CNOT6",0.50013,1,1,0.50013
"10841","ENSG00000125107",16,58519951,58629885,"CNOT1",0.590393448451471,0.590393448451471,1,1
"10842","ENSG00000148842",10,102918294,103090222,"CNNM2",0.589292064949287,0.589292064949287,1,NA
"10843","ENSG00000138767",4,77713387,77819615,"CNOT6L",0.526955151188432,0.590393448451471,1,0.37533
"10844","ENSG00000155508",5,154857553,154876792,"CNOT8",0.24144,1,1,0.24144
"10845","ENSG00000198791",8,17224966,17246878,"CNOT7",0.359132383351749,0.359132383351749,1,NA
"10846","ENSG00000115649",2,219171897,219178106,"CNPPD1",0.999996316207259,1,1,0.36658
"10847","ENSG00000146910",7,155474206,155555450,"CNPY1",0.525607498267655,1,0.525607498267655,1
"10848","ENSG00000173786",17,41966763,41977740,"CNP",0.49138,1,1,0.49138
"10849","ENSG00000257727",12,56309842,56316119,"CNPY2",1,1,1,NA
"10850","ENSG00000119865",2,68284171,68320051,"CNRIP1",1,1,1,1
"10851","ENSG00000137161",6,42929192,42939294,"CNPY3",0.0335078950028944,0.0498774161105013,1,0.21091
"10852","ENSG00000162852",1,246566444,246668595,"CNST",0.298525875495057,0.421080645814689,1,0.21091
"10853","ENSG00000176563",17,42798800,42811587,"CNTD1",1,1,1,1
"10854","ENSG00000105219",19,40222208,40226697,"CCNP",0.36658,1,1,0.36658
"10855","ENSG00000113805",3,74262568,74521140,"CNTN3",0.432268263827255,0.337821979453148,1,0.68228
"10856","ENSG00000122756",9,34551432,34590140,"CNTFR",0.631016702363752,0.589292064949287,1,0.61863
"10857","ENSG00000106603",7,43608456,43729717,"COA1",0.0246015518805929,0.0533279192865739,1,0.11863
"10858","ENSG00000108797",17,42682531,42699993,"CNTNAP1",0.955650811204072,0.297639497901119,1,0.25921
"10859","ENSG00000144619",3,2098813,3057959,"CNTN4",0.487816282371344,0.554020367639426,0.525607498267655,0.3444
"10860","ENSG00000155052",2,124025287,124921219,"CNTNAP5",0.0359882421089418,0.120666345460917,0.288411247401483,0.065811
"10861","ENSG00000162377",1,52684449,52698347,"COA7",0.341985388513852,0.341985388513852,1,1
"10862","ENSG00000168275",1,234373456,234385080,"COA6",1,1,1,1
"10863","ENSG00000183513",2,98599314,98608515,"COA5",0.098208969798611,0.098208969798611,1,1
"10864","ENSG00000183978",17,42795147,42798704,"COA3",0.948629300744055,0.136410411474409,1,1
"10865","ENSG00000060718",1,102876467,103108872,"COL11A1",0.999100550286463,0.683973488172366,1,1
"10866","ENSG00000111799",6,75084326,75206267,"COL12A1",0.0565866724106966,0.0565866724106966,1,1
"10867","ENSG00000136152",13,45464898,45536701,"COG3",0.563134906080179,0.563134906080179,1,1
"10868","ENSG00000204248",6,33162681,33192499,"COL11A2",0.906983317254148,0.86074630398737,1,0.78725
"10869","ENSG00000188517",4,108808725,109302752,"COL25A1",0.14334346906221,0.442638131552563,0.163913220515666,0.058286
"10870","ENSG00000196739",9,114155537,114312511,"COL27A1",0.372620678428124,0.505459741494647,1,0.21903
"10871","ENSG00000197467",10,69801880,69964275,"COL13A1",0.983048957868889,0.304949434971179,1,0.6252
"10872","ENSG00000130635",9,134641803,134844843,"COL5A1",0.0330294040398868,0.0330294040398868,1,NA
"10873","ENSG00000168542",2,188974373,189012746,"COL3A1",1,1,1,1
"10874","ENSG00000187498",13,110148963,110307157,"COL4A1",0.41317470910099,0.541562815710686,0.163913220515666,1
