"","Gene","chr","start","end","symbol","final.meta.pvalue.for.plot","scz.meta.pvalue","asd.meta.pvalue.for.plot","bp.ptv.pvalue"
"7032","ENSG00000242366",2,233617633,233773300,"UGT1A8",0.450954057627009,0.437,0.394044547518832,0.6252
"7033","ENSG00000064490",19,19192229,19201869,"RFXANK",0.330134355726482,0.361,0.394132842195061,1
"7034","ENSG00000254093",8,10764961,10839884,"PINX1",0.110007618075123,0.107,0.394132842195061,NA
"7035","ENSG00000120314",5,140664868,140674124,"WDR55",0.307099347475644,0.321,0.394249117517513,0.49138
"7036","ENSG00000169764",2,63840952,63891562,"UGP2",0.571986001326302,0.698,0.394249117517513,0.36658
"7037","ENSG00000144026",2,95145000,95165413,"ZNF514",0.136034277833322,0.136,0.394337416217463,1
"7038","ENSG00000164893",8,86214063,86321146,"SLC7A13",0.144026148890908,0.145,0.394425716774514,1
"7039","ENSG00000176909",19,48712725,48719725,"MAMSTR",0.968433875325189,0.98,0.394425716774514,0.77477
"7040","ENSG00000130544",19,7069703,7087968,"ZNF557",0.455442909493079,0.414,0.394514019188667,0.68228
"7041","ENSG00000116981",1,39651229,39672107,"NT5C1A",0.0936840616603625,0.124,0.394602323459923,0.2502
"7042","ENSG00000188163",9,137243584,137247770,"FAM166A",0.658084066432623,0.909,0.394602323459923,0.06581
"7043","ENSG00000196932",10,61406642,61453381,"TMEM26",0.433420788898996,0.48,0.39469062958828,1
"7044","ENSG00000110011",11,64230278,64234286,"DNAJC4",0.336500703496463,0.48,0.394778937573739,0.24144
"7045","ENSG00000119411",9,113349541,113371233,"BSPRY",0.437394243815586,0.372,0.394778937573739,0.72206
"7046","ENSG00000145850",5,156919292,156963226,"TIMD4",0.849606914945127,0.904,0.394867247416301,1
"7047","ENSG00000140465",15,74719542,74725536,"CYP1A1",0.194841377984914,0.203,0.394955559115964,1
"7048","ENSG00000173041",7,64519878,64563075,"ZNF680",0.887573125008668,0.934,0.394955559115964,1
"7049","ENSG00000161542",17,76309478,76384521,"PRPSAP1",0.264537580961925,0.284,0.395043872672729,NA
"7050","ENSG00000159479",1,43383917,43389808,"MED8",0.318552747541617,0.347,0.395132188086597,1
"7051","ENSG00000182447",3,161496808,161503942,"OTOL1",0.415739817820425,1,0.395132188086597,0.49138
"7052","ENSG00000146757",7,65373799,65401136,"ZNF92",0.229427607094734,0.243,0.395220505357566,1
"7053","ENSG00000064886",1,111200771,111243440,"CHI3L2",0.676046870086325,0.743,0.395308824485637,1
"7054","ENSG00000139178",12,7089587,7109238,"C1RL",0.742169995598265,0.808,0.395308824485637,1
"7055","ENSG00000123415",12,54121277,54189008,"SMUG1",0.514548465674335,0.571,0.395425128283653,1
"7056","ENSG00000177191",19,41425359,41428730,"B3GNT8",0.43662403791028,0.624,0.395425128283653,0.21091
"7057","ENSG00000139684",13,46771256,46797420,"ESD",0.906654177825231,0.948,0.395513451435446,1
"7058","ENSG00000149541",11,62615296,62622154,"B3GAT3",0.274183013194839,0.295,0.39560177644434,1
"7059","ENSG00000196188",1,206008535,206023909,"CTSE",0.43122231297713,0.477,0.39560177644434,1
"7060","ENSG00000143740",1,227728200,227781826,"SNAP47",0.483609207440442,0.479,0.395690103310336,0.61863
"7061","ENSG00000119913",10,112283400,112305038,"TECTB",0.395778432033435,1,0.395778432033435,1
"7062","ENSG00000175414",5,176365487,176401865,"ARL10",0.304817313094314,0.266,0.395778432033435,0.61863
"7063","ENSG00000134249",1,119893533,119896515,"ADAM30",0.66231876246842,0.769,0.395866762613635,0.42481
"7064","ENSG00000089775",14,64449106,64505213,"ZBTB25",0.181543915155621,0.205,0.395955095050937,0.37533
"7065","ENSG00000137673",11,102520508,102530750,"MMP7",0.721606160576642,0.806,0.395955095050937,0.49138
"7066","ENSG00000141469",18,45687025,45752520,"SLC14A1",0.468613629872475,0.643,0.396043429345341,0.24144
"7067","ENSG00000173212",1,116111399,116138149,"MAB21L3",0.287103578826423,0.5,0.396131765496848,0.11878
"7068","ENSG00000175782",12,68746125,68793964,"SLC35E3",0.490185003819921,0.455,0.396131765496848,0.68228
"7069","ENSG00000119457",9,112878920,112890876,"SLC46A2",0.594034409607143,0.561,0.396220103505456,0.72206
"7070","ENSG00000096088",6,41736711,41754109,"PGC",0.0679613067050132,0.0474,0.396308443371166,0.49138
"7071","ENSG00000196502",16,28603944,28623625,"SULT1A1",0.0438927218519304,0.112,0.396308443371166,0.058286
"7072","ENSG00000181450",1,227563543,227677443,"ZNF678",0.0572446942302424,0.022,0.396424771311508,0.68775
"7073","ENSG00000214435",10,102869470,102901899,"AS3MT",0.230725447165526,0.244,0.396424771311508,1
"7074","ENSG00000131233",1,38874069,38881587,"GJA9",0.791082047639969,0.853,0.396513115200939,1
"7075","ENSG00000108242",10,94683729,94736190,"CYP2C18",0.0544362024271265,0.0474,0.396601460947473,1
"7076","ENSG00000198663",6,36871870,36928964,"C6orf89",0.259685080292122,1,0.396601460947473,0.2502
"7077","ENSG00000128606",7,102913000,102945111,"LRRC17",0.411499225834269,0.471,0.396689808551108,0.44535
"7078","ENSG00000134058",5,69234795,69277430,"CDK7",0.733133599993047,0.75,0.396778158011845,0.68228
"7079","ENSG00000173705",3,33150043,33218810,"SUSD5",0.309814780011401,0.336,0.396778158011845,1
"7080","ENSG00000124900",11,55883297,55891810,"TRIM51",0.320671971735612,0.281,0.396866509329684,0.6252
"7081","ENSG00000170275",3,33114014,33147773,"CRTAP",0.396954862504625,1,0.396954862504625,1
"7082","ENSG00000184220",3,99817837,100181732,"CMSS1",0.286329781799674,0.294,0.396954862504625,0.49138
"7083","ENSG00000196227",20,59933764,59948680,"FAM217B",0.489480118663558,0.683,0.397043217536669,0.21091
"7084","ENSG00000153789",16,85098358,85112472,"CIBAR2",0.142101040998066,0.142,0.397131574425814,1
"7085","ENSG00000213762",19,57614233,57624724,"ZNF134",0.555350170011003,0.615,0.397131574425814,1
"7086","ENSG00000108439",17,47941506,47949308,"PNPO",0.170463723306301,0.155,0.397247922175244,0.49138
"7087","ENSG00000174429",8,106759483,106770244,"ABRA",0.340647080242349,0.418,0.397247922175244,0.36658
"7088","ENSG00000101162",20,59019429,59026654,"TUBB1",0.583992063266426,0.569,0.39733628308811,0.68228
"7089","ENSG00000132698",1,156061160,156070504,"RAB25",0.0975326073615163,0.142,0.397424645858078,0.21091
"7090","ENSG00000137413",6,42050513,42087461,"TAF8",0.626724015101518,0.754,0.397424645858078,0.36658
"7091","ENSG00000152926",7,64971772,65006684,"ZNF117",0.167782734401235,0.171,0.397513010485148,1
"7092","ENSG00000117448",1,45550543,45570049,"AKR1A1",0.0262964410635612,0.0669,0.397601376969321,0.058286
"7093","ENSG00000136936",9,97674909,97697340,"XPA",0.459194799489236,0.649,0.397601376969321,0.21091
"7094","ENSG00000137310",6,31158547,31167159,"TCF19",0.112175620732339,0.0982,0.397689745310595,0.45356
"7095","ENSG00000204568",6,30617840,30626395,"MRPS18B",0.839796757697247,0.886,0.397778115508971,0.61863
"7096","ENSG00000204604",19,52838010,52857649,"ZNF468",0.53628217221576,0.489,0.397778115508971,0.72206
"7097","ENSG00000133115",13,38965925,38990859,"STOML3",0.554780425408113,0.614,0.397866487564449,1
"7098","ENSG00000100122",22,26599278,26618027,"CRYBB1",0.405045554712673,0.441,0.397954861477029,0.49138
"7099","ENSG00000101323",20,7882985,7940458,"HAO1",0.0273065968054065,0.0211,0.397954861477029,1
"7100","ENSG00000114204",3,167441789,167479004,"SERPINI2",0.22228771848076,0.256,0.398071229035547,0.38
"7101","ENSG00000197928",19,53235381,53254898,"ZNF677",0.69953219990391,0.851,0.398071229035547,0.28096
"7102","ENSG00000163626",4,73052362,73069755,"COX18",0.586082486816689,0.748,0.398159606971848,0.28096
"7103","ENSG00000055813",2,56183990,56386172,"CCDC85A",0.204052936001396,0.237,0.398247986765251,0.36658
"7104","ENSG00000146926",7,151175698,151187832,"ASB10",0.487411549160414,0.538,0.398247986765251,0.50013
"7105","ENSG00000115488",2,233032672,233035057,"NEU2",0.489701599251416,0.485,0.398336368415756,0.61863
"7106","ENSG00000124469",19,42580243,42595055,"CEACAM8",0.150012723355068,0.0875,0.398424751923363,0.68775
"7107","ENSG00000175395",10,37949573,37976647,"ZNF25",0.116428153137746,0.113,0.398424751923363,1
"7108","ENSG00000156398",10,102714538,102743492,"SFXN2",0.50365574410619,1,0.398513137288072,0.61863
"7109","ENSG00000006059",17,41346092,41350828,"KRT33A",0.517660830176248,0.676,0.398601524509884,0.28096
"7110","ENSG00000157191",1,16440721,16460078,"NECAP2",0.802941235061056,0.863,0.398601524509884,1
"7111","ENSG00000197479",5,141199610,141203779,"PCDHB11",0.398717907544252,1,0.398717907544252,1
"7112","ENSG00000251247",19,36850361,36913029,"ZNF345",0.386509158527885,0.424,0.398717907544252,1
"7113","ENSG00000144837",3,119597875,119629811,"PLA1A",0.621981402273149,0.645,0.398806298789784,0.61863
"7114","ENSG00000085514",7,100367530,100400096,"PILRA",0.121330461339975,0.164,0.398894691892418,0.2502
"7115","ENSG00000116157",1,52602371,52609051,"GPX7",0.718551675594931,0.799,0.398894691892418,0.50013
"7116","ENSG00000112299",6,132680849,132714055,"VNN1",0.76154109800062,0.825,0.398983086852154,1
"7117","ENSG00000129151",11,27040725,27127809,"BBOX1",0.1124403819285,0.0891,0.399071483668992,0.50013
"7118","ENSG00000213822",19,51478622,51490952,"CEACAM18",0.278541557885285,0.28,0.399071483668992,0.50013
"7119","ENSG00000141698",17,41825057,41836260,"NT5C3B",0.494797695051398,0.547,0.399159882342932,1
"7120","ENSG00000160752",1,155308748,155320666,"FDPS",0.656617850267867,0.737,0.399248282873974,0.49138
"7121","ENSG00000181894",19,58126248,58155110,"ZNF329",0.445142456509636,0.482,0.399248282873974,0.50833
"7122","ENSG00000130487",22,50545899,50551023,"KLHDC7B",0.696326949936511,0.705,0.399364681384192,0.68228
"7123","ENSG00000165071",8,132685007,132760712,"TMEM71",0.324661025128284,0.352,0.399364681384192,1
"7124","ENSG00000185294",17,45844881,45847067,"SPPL2C",0.0438952267079124,0.0655,0.399453085938955,0.17255
"7125","ENSG00000155034",7,5431335,5513809,"FBXL18",0.579128325912802,0.59,0.39954149235082,0.6252
"7126","ENSG00000187871",6,55327469,55402493,"GFRAL",0.205042904807094,0.213,0.39954149235082,1
"7127","ENSG00000149218",11,95089846,95132645,"ENDOD1",0.269998259629974,0.324,0.399629900619787,0.36658
"7128","ENSG00000167613",19,54351384,54370558,"LAIR1",0.351781005026678,0.37,0.399718310745856,0.50013
"7129","ENSG00000196475",4,79406361,79408228,"GK2",0.751217021639471,0.815,0.399718310745856,1
"7130","ENSG00000116209",1,54026681,54053504,"TMEM59",0.41926947333138,1,0.399806722729027,0.49138
"7131","ENSG00000156345",9,87966441,87974753,"CDK20",0.651703614068745,0.876,0.3998951365693,0.11863
"7132","ENSG00000167964",16,2140803,2154165,"RAB26",0.781641323361191,0.79,0.3998951365693,0.72206
"7133","ENSG00000197360",19,22391019,22532485,"ZNF98",0.00306115588390059,0.00219,0.400011550555368,0.21912
"7134","ENSG00000206559",3,28348721,28538122,"ZCWPW2",0.400011550555368,1,0.400011550555368,1
"7135","ENSG00000118849",3,158696892,158732489,"RARRES1",0.671214300886105,0.736,0.400099968419362,1
"7136","ENSG00000154839",18,50375040,50394168,"SKA1",0.147373850390636,0.147,0.400188388140458,NA
"7137","ENSG00000163738",4,74114174,74303099,"MTHFD2L",0.323243008245727,0.358,0.400188388140458,0.44535
"7138","ENSG00000100365",22,36860988,36878017,"NCF4",0.829550762235729,0.952,0.400276809718655,0.21091
"7139","ENSG00000169507",2,164896186,164955525,"SLC38A11",0.520508162748412,0.575,0.400365233153955,NA
"7140","ENSG00000170959",11,30830369,31369810,"DCDC1",0.719559333574027,0.73,0.400365233153955,0.68775
"7141","ENSG00000055211",6,149566294,149591748,"GINM1",0.190803189982857,0.271,0.400481658282635,0.24144
"7142","ENSG00000173214",6,111259327,111445354,"MFSD4B",0.458712862134547,0.412,0.400481658282635,0.68775
"7143","ENSG00000130958",9,96313444,96383711,"SLC35D2",0.112149958997709,0.207,0.400570085741656,0.1252
"7144","ENSG00000197894",4,99070978,99088801,"ADH5",0.12440521899799,0.168,0.400658515057779,0.2502
"7145","ENSG00000256043",4,155921580,155953912,"CTSO",0.568145727546244,0.633,0.400658515057779,0.50013
"7146","ENSG00000162639",1,108648290,108661526,"HENMT1",0.116062122670923,0.112,0.400746946231004,1
"7147","ENSG00000164175",5,33944623,33984693,"SLC45A2",0.832264536417086,0.888,0.400835379261331,1
"7148","ENSG00000184619",17,8356902,8376704,"KRBA2",0.828768179916524,0.885,0.400835379261331,1
"7149","ENSG00000214652",7,64045434,64085339,"ZNF727",0.339345495517935,NA,0.40092381414876,0.36658
"7150","ENSG00000182950",15,75724041,75727688,"ODF3L1",0.729095413240969,0.766,0.401012250893291,0.6252
"7151","ENSG00000184163",1,1242446,1246722,"C1QTNF12",0.755804787064453,0.901,0.401012250893291,0.2502
"7152","ENSG00000166448",7,98846488,98870771,"TMEM130",0.41851725313822,0.515,0.401128691497821,0.36658
"7153","ENSG00000166676",16,10760919,10818794,"TVP23A",0.349548318777907,0.38,0.401128691497821,1
"7154","ENSG00000100060",22,37469063,37486393,"MFNG",0.204212944049775,0.371,0.401217132266073,0.11863
"7155","ENSG00000163026",2,24029347,24049575,"WDCP",0.487511042689962,0.428,0.401305574891426,0.72206
"7156","ENSG00000174327",17,7036015,7040117,"SLC16A13",0.938184783144287,0.969,0.401305574891426,0.61863
"7157","ENSG00000120328",5,141208697,141212571,"PCDHB12",0.237090885565359,0.405,0.401394019373882,0.13958
"7158","ENSG00000144771",3,54918231,54967088,"LRTM1",0.40148246571344,1,0.40148246571344,1
"7159","ENSG00000164124",4,158201604,158255416,"TMEM144",0.840688839927804,0.895,0.40148246571344,1
"7160","ENSG00000139572",12,54362445,54364487,"GPR84",0.0634158479928254,0.0558,0.401598917460582,NA
"7161","ENSG00000196704",17,68205481,68257712,"AMZ2",0.281932460827067,0.305,0.401598917460582,0.44535
"7162","ENSG00000181982",4,24806117,24980204,"CCDC149",0.331736103206536,0.368,0.401687367823861,0.44535
"7163","ENSG00000038002",4,177430774,177442437,"AGA",0.820977398606825,0.878,0.401775820044242,1
"7164","ENSG00000106591",7,42932376,42948958,"MRPL32",0.497351689289126,0.61,0.401775820044242,0.36658
"7165","ENSG00000163218",1,153330120,153348841,"PGLYRP4",0.361100799597775,0.393,0.401864274121724,1
"7166","ENSG00000152076",2,130139287,130145134,"CCDC74B",0.498616452487382,0.571,0.401952730056309,0.45356
"7167","ENSG00000204022",10,88586753,88606976,"LIPJ",0.401952730056309,1,0.401952730056309,1
"7168","ENSG00000164430",6,73413515,73452297,"CGAS",0.0615774963800332,0.04,0.402041187847996,0.50067
"7169","ENSG00000186103",3,121567949,121590622,"ARGFX",0.225880078504247,0.236,0.402129647496785,NA
"7170","ENSG00000197165",16,28591943,28597050,"SULT1A2",0.167435149695789,0.15,0.402129647496785,0.49138
"7171","ENSG00000110244",11,116820700,116823304,"APOA4",0.400287044911801,0.438,0.402246114719777,1
"7172","ENSG00000166801",11,59142748,59155039,"FAM111A",0.0134393401733396,0.016,0.402246114719777,0.1802
"7173","ENSG00000100294",22,43132209,43143398,"MCAT",0.467355390955253,0.718,0.402334578392287,0.11863
"7174","ENSG00000121680",11,45909663,45918812,"PEX16",0.562431297126388,0.62,0.402423043921898,1
"7175","ENSG00000205856",22,32149006,32159322,"C22orf42",0.0348512227149513,0.0277,0.402423043921898,1
"7176","ENSG00000144306",2,174395730,174429575,"SCRN3",0.0462617541416329,0.0309,0.402511511308612,0.45356
"7177","ENSG00000170956",19,41796587,41811554,"CEACAM3",0.402599980552428,1,0.402599980552428,1
"7178","ENSG00000215704",1,15465909,15491395,"CELA2B",0.474124124302114,0.646,0.402599980552428,0.24144
"7179","ENSG00000090512",3,186635969,186653141,"FETUB",0.167454552312262,0.187,0.402716458918032,0.36658
"7180","ENSG00000163138",4,20696282,20752907,"PACRGL",0.0815510554389562,0.0744,0.402716458918032,1
"7181","ENSG00000170271",5,154818492,154859252,"FAXDC2",0.402804932185568,1,0.402804932185568,1
"7182","ENSG00000109881",11,27330827,27363234,"CCDC34",0.876136147965791,0.906,0.402893407310207,0.68228
"7183","ENSG00000165832",10,114938195,114977676,"TRUB1",0.129274406011955,0.126,0.402893407310207,1
"7184","ENSG00000164935",8,104339087,104356689,"DCSTAMP",0.0259193751013224,0.065,0.402981884291948,0.058286
"7185","ENSG00000162771",1,212624474,212626775,"FAM71A",0.275743196186154,0.371,0.403070363130791,0.28096
"7186","ENSG00000213809",12,10372353,10391874,"KLRK1",0.341884151140939,0.278,0.403070363130791,0.68228
"7187","ENSG00000103496",16,31032889,31042975,"STX4",0.0643396990075924,0.0565,0.403186852639006,1
"7188","ENSG00000108733",17,35574795,35578863,"PEX12",0.787876597299327,0.848,0.403186852639006,1
"7189","ENSG00000167851",17,74466399,74484794,"CD300A",0.785293437831715,0.829,0.40327533550157,0.61863
"7190","ENSG00000158764",1,160945025,160954809,"ITLN2",0.626333164486317,0.688,0.403363820221236,1
"7191","ENSG00000182111",7,57450177,57473559,"ZNF716",0.638730801710193,0.701,0.403363820221236,1
"7192","ENSG00000103023",16,58279997,58295047,"PRSS54",0.809153532711156,0.852,0.403452306798004,0.6252
"7193","ENSG00000083782",12,90963682,91005026,"EPYC",0.128532546589518,0.125,0.403540795231873,1
"7194","ENSG00000119227",3,196946356,196969060,"PIGZ",0.117627392086114,0.113,0.403540795231873,1
"7195","ENSG00000118939",13,75549480,75606020,"UCHL3",0.259288279790739,0.274,0.403657295882701,1
"7196","ENSG00000205143",9,34621379,34628086,"ARID3C",0.403657295882701,1,0.403657295882701,1
"7197","ENSG00000160360",9,136327476,136359605,"GPSM1",0.553272610256081,1,0.403745788340292,0.68228
"7198","ENSG00000129437",19,51077495,51084245,"KLK14",0.164696243847716,0.183,0.403834282654984,0.36658
"7199","ENSG00000152439",19,57499915,57518404,"ZNF773",0.50722922136233,0.559,0.403834282654984,0.50013
"7200","ENSG00000189190",19,52749942,52786807,"ZNF600",0.44112736153676,0.5,0.403922778826779,0.45356
"7201","ENSG00000077152",1,202331657,202341980,"UBE2T",0.682728940481721,0.746,0.404011276855676,1
"7202","ENSG00000213413",7,100218241,100221490,"PVRIG",0.0754823243234966,0.0699,0.404011276855676,0.37533
"7203","ENSG00000106686",9,4553386,4666674,"SPATA6L",0.612742478200965,0.598,0.404127788649115,0.68775
"7204","ENSG00000140511",15,88877294,88895597,"HAPLN3",0.722882459646976,0.786,0.404127788649115,1
"7205","ENSG00000071994",6,170575295,170584692,"PDCD2",0.326744534488367,0.352,0.404216290701733,1
"7206","ENSG00000160439",19,55039108,55071291,"RDH13",0.595700009461974,0.655,0.404304794611453,1
"7207","ENSG00000170571",5,50396192,50443248,"EMB",0.677481862592513,0.754,0.404304794611453,0.50013
"7208","ENSG00000105398",19,47870467,47886315,"SULT2A1",0.67958517552195,0.843,0.404421313214266,0.2502
"7209","ENSG00000164485",6,137143820,137173648,"IL22RA2",0.0973318671408291,0.0908,0.404421313214266,1
"7210","ENSG00000157693",9,114611206,114646422,"TMEM268",0.200621213869365,0.206,0.404509821147707,NA
"7211","ENSG00000100116",22,37807905,37817176,"GCAT",0.556957636918895,0.642,0.40459833093825,0.44535
"7212","ENSG00000147872",9,19108375,19149290,"PLIN2",0.40459833093825,1,0.40459833093825,1
"7213","ENSG00000149582",11,118531041,118547280,"TMEM25",0.584045642460991,1,0.404686842585894,0.72206
"7214","ENSG00000143578",1,153967534,153974361,"CREB3L4",0.613447960265307,0.785,0.404775356090641,0.2502
"7215","ENSG00000163040",2,131527675,131533666,"CCDC74A",0.703933390109969,0.767,0.404775356090641,1
"7216","ENSG00000056050",4,169729470,169757944,"HPF1",0.794390502210044,0.87,0.404891885836066,0.50013
"7217","ENSG00000196584",7,152644776,152676141,"XRCC2",0.511009418033501,0.567,0.404891885836066,0.49138
"7218","ENSG00000125877",20,3208868,3223870,"ITPA",0.660742593133175,0.842,0.404980403364534,0.21091
"7219","ENSG00000167113",9,128322544,128334072,"COQ4",0.857260528094092,0.908,0.405068922750104,1
"7220","ENSG00000188493",19,40740856,40751553,"C19orf54",0.178878207228976,0.181,0.405068922750104,1
"7221","ENSG00000172888",3,40524878,40574685,"ZNF621",0.418752092192448,0.365,0.405157443992775,0.68228
"7222","ENSG00000130948",9,96235306,96302176,"HSD17B3",0.711711464695906,0.747,0.405245967092549,0.61863
"7223","ENSG00000136297",7,4905989,4959213,"MMD2",0.259088275811839,1,0.405245967092549,0.24144
"7224","ENSG00000126246",19,35738801,35742453,"IGFLR1",0.736702545969583,0.799,0.405362507980586,1
"7225","ENSG00000171819",1,11189355,11195981,"ANGPTL7",0.0996592567263429,0.0764,0.405362507980586,0.49138
"7226","ENSG00000147592",8,70635318,70669185,"LACTB2",0.078953538964396,0.0563,0.405451035104081,0.49138
"7227","ENSG00000136932",9,97904489,97922516,"TRMO",0.802191744425143,0.846,0.405539564084678,0.61863
"7228","ENSG00000137960",1,77979542,78138444,"GIPC2",0.270379309852292,0.286,0.405539564084678,1
"7229","ENSG00000157379",14,24290598,24299780,"DHRS1",0.796972435074973,0.885,0.405656111782089,0.44535
"7230","ENSG00000187801",1,40450102,40463718,"ZFP69B",0.234955617978124,0.245,0.405656111782089,1
"7231","ENSG00000176029",11,8920076,8933006,"C11orf16",0.737217679567055,0.751,0.405744644786407,0.68228
"7232","ENSG00000109193",4,69841212,69860145,"SULT1E1",0.872981387753706,0.914,0.405833179647826,0.6252
"7233","ENSG00000158292",1,6247353,6261098,"GPR153",0.492328023167595,0.602,0.405833179647826,0.36658
"7234","ENSG00000176083",1,26361634,26374522,"ZNF683",0.608635686427965,0.574,0.405921716366348,0.72206
"7235","ENSG00000118960",2,20560448,20651130,"HS1BP3",0.852691070239881,0.904,0.406010254941971,1
"7236","ENSG00000123297",12,57782761,57808071,"TSFM",0.189085264337317,0.136,0.406010254941971,0.6252
"7237","ENSG00000142856",1,63440770,63593721,"ITGB3BP",0.406126813781995,1,0.406126813781995,1
"7238","ENSG00000183844",21,41304212,41357727,"FAM3B",0.406126813781995,1,0.406126813781995,1
"7239","ENSG00000176919",9,136945185,136946975,"C8G",0.702523133408027,0.765,0.406215356381339,1
"7240","ENSG00000172840",16,66878589,66895754,"PDP2",0.67780071746344,0.74,0.406303900837786,1
"7241","ENSG00000204390",6,31809619,31815283,"HSPA1L",0.559267492706236,1,0.406303900837786,0.68775
"7242","ENSG00000107551",10,44959407,44995891,"RASSF4",0.0216415386158125,0.0156,0.406420466487183,1
"7243","ENSG00000204640",2,100470482,100483280,"NMS",0.384812896210181,0.418,0.406420466487183,1
"7244","ENSG00000259431",14,23555988,23560271,"THTPA",0.489368536013629,0.537,0.406509014967351,1
"7245","ENSG00000065600",1,212363928,212414901,"PACC1",0.286765596740563,0.255,0.40659756530462,0.58171
"7246","ENSG00000099840",19,2096429,2099593,"IZUMO4",0.610945606085606,1,0.40659756530462,0.75423
"7247","ENSG00000110871",12,120503279,120534434,"COQ5",0.627829305912453,0.688,0.406686117498992,1
"7248","ENSG00000122223",1,160830160,160862887,"CD244",0.702753358279578,0.765,0.406774671550465,1
"7249","ENSG00000188629",19,9363020,9382617,"ZNF177",0.701638684014088,0.85,0.406774671550465,0.28096
"7250","ENSG00000090432",1,20499448,20508151,"MUL1",0.14500235840504,0.2,0.406891248342475,0.24144
"7251","ENSG00000148604",10,84230666,84259960,"RGR",0.75053286206977,0.828,0.406891248342475,0.50013
"7252","ENSG00000203326",19,53365693,53392217,"ZNF525",0.741569138426737,0.78,0.406979806417669,0.61863
"7253","ENSG00000143575",1,154272589,154275875,"HAX1",0.249349233376791,0.261,0.407068366349966,1
"7254","ENSG00000187806",15,72398302,72408367,"TMEM202",0.109240854739173,0.103,0.407068366349966,1
"7255","ENSG00000138796",4,107989714,108035241,"HADH",0.151005647994267,0.101,0.407184949951349,0.61863
"7256","ENSG00000166323",11,108308519,108467531,"C11orf65",0.53187121007861,0.584,0.407184949951349,1
"7257","ENSG00000243646",21,33266367,33310187,"IL10RB",0.12077325415505,0.22,0.407273513907366,0.1252
"7258","ENSG00000063854",16,1795620,1827157,"HAGH",0.737477958650155,0.799,0.407362079720486,1
"7259","ENSG00000196793",10,43556344,43574618,"ZNF239",0.560070044020251,1,0.407362079720486,0.68775
"7260","ENSG00000188523",9,132410043,132573319,"CFAP77",0.630700818826057,0.698,0.407450647390707,0.50833
"7261","ENSG00000176566",8,87870747,87874015,"DCAF4L2",0.425098712567213,1,0.407539216918031,0.49138
"7262","ENSG00000204632",6,29826967,29831125,"HLA-G",0.496769330457521,0.669,0.407539216918031,0.24144
"7263","ENSG00000175946",8,123644442,123653801,"KLHL38",0.721237788749462,0.783,0.407655811662026,1
"7264","ENSG00000213918",16,3611728,3680143,"DNASE1",0.374083226211021,0.449,0.407655811662026,0.38
"7265","ENSG00000223865",6,33075990,33089696,"HLA-DPB1",0.38771231479346,0.64,0.40774438521307,0.10368
"7266","ENSG00000066654",16,20702816,20742084,"THUMPD1",0.0998150394298799,0.0733,0.407832960621217,0.50833
"7267","ENSG00000086730",7,74199652,74229834,"LAT2",0.0625545205065777,0.054,0.407832960621217,1
"7268","ENSG00000133195",17,72645949,73092712,"SLC39A11",0.843724876799446,0.896,0.407949562174586,1
"7269","ENSG00000184108",4,188139441,188147743,"TRIML1",0.42299389330394,0.461,0.407949562174586,1
"7270","ENSG00000135069",9,78297125,78330093,"PSAT1",0.090508707512489,0.209,0.408038141606454,0.065811
"7271","ENSG00000035664",15,63907036,64072033,"DAPK2",0.2132055513334,0.219,0.408126722895423,1
"7272","ENSG00000116726",1,12773738,12777906,"PRAMEF12",0.341445204058158,0.377,0.408126722895423,0.44535
"7273","ENSG00000161267",3,197509783,197573323,"BDH1",0.250659487490855,0.262,0.408243331258166,1
"7274","ENSG00000172059",2,10042849,10054836,"KLF11",0.717213320801675,0.752,0.408243331258166,0.61863
"7275","ENSG00000124786",6,8411435,8435561,"SLC35B3",0.57977350054372,0.558,0.408331916570857,0.68228
"7276","ENSG00000166396",18,63752935,63805376,"SERPINB7",0.546432449389764,0.663,0.408420503740649,0.36658
"7277","ENSG00000166634",18,63542369,63569329,"SERPINB12",0.541814249977306,0.598,0.408420503740649,0.50013
"7278","ENSG00000050393",6,13786557,13814568,"MCUR1",0.339826376667995,0.365,0.408509092767543,1
"7279","ENSG00000142615",1,15456728,15472091,"CELA2A",0.653673143237132,0.675,0.40859768365154,0.6252
"7280","ENSG00000182566",19,7728958,7733906,"CLEC4G",0.511405264989478,1,0.40859768365154,0.61863
"7281","ENSG00000120699",13,36998816,37009614,"EXOSC8",0.156895326335408,0.155,0.408714303156895,1
"7282","ENSG00000188404",1,169690665,169711702,"SELL",0.659274604100807,0.753,0.408714303156895,0.44535
"7283","ENSG00000171649",19,57578456,57593890,"ZIK1",0.311625001363643,0.268,0.408802898064613,0.61863
"7284","ENSG00000108417",17,41420547,41424585,"KRT37",0.645972374008707,0.706,0.408891494829432,1
"7285","ENSG00000111291",12,12940775,12952147,"GPRC5D",0.884465691159268,0.944,0.408891494829432,0.49138
"7286","ENSG00000170190",17,75087727,75106162,"SLC16A5",0.0664957461579715,0.0746,0.409008121144161,0.28096
"7287","ENSG00000242550",18,63897174,63936111,"SERPINB10",0.45525809857426,0.493,0.409008121144161,0.50013
"7288","ENSG00000141505",17,7173431,7179564,"ASGR1",0.239966975470773,1,0.409096721932701,0.21091
"7289","ENSG00000042286",10,70098223,70132934,"AIFM2",0.119075002781244,0.123,0.409185324578344,0.36658
